"id","tambonId","zipcodeId"
"1309","240515","24140"
"1310","240516","24140"
"1311","240517","24140"
"1312","240601","24120"
"1313","240602","24120"
"1314","240603","24120"
"1315","240604","24120"
"1316","240605","24120"
"1317","240606","24120"
"1318","240607","24120"
"1319","240608","24120"
"1320","240701","24120"
"1321","240702","24120"
"1322","240703","24120"
"1323","240801","24160"
"1324","240802","24160"
"1325","240803","24160"
"1326","240805","24160"
"1327","240901","24190"
"1328","240902","24190"
"1329","240903","24190"
"1330","240904","24190"
"1331","241001","24160"
"1332","241002","24160"
"1333","241101","24000"
"1334","241102","24000"
"1335","241103","24000"
"1336","241104","24000"
"1337","241105","24110"
"1338","250101","25000"
"1339","250102","25000"
"1340","250103","25000"
"1341","250104","25000"
"1342","250105","25000"
"1343","250106","25000"
"1344","250107","25000"
"1345","250108","25230"
"1346","250109","25230"
"1347","250110","25230"
"1348","250111","25000"
"1349","250112","25230"
"1350","250113","25000"
"1351","250201","25110"
"1352","250202","25240"
"1353","250203","25110"
"1354","250204","25110"
"1355","250205","25110"
"1356","250206","25110"
